user_name,window,if_score,if_pred
alice-dev,2026-02-16 08:45:00+00:00,-0.0829197445277659,0
alice-dev,2026-02-16 08:50:00+00:00,-0.13539048804261428,0
alice-dev,2026-02-16 08:55:00+00:00,-0.10423593887859789,0
alice-dev,2026-02-16 09:00:00+00:00,-0.04546529825391499,0
alice-dev,2026-02-16 09:05:00+00:00,-0.10568546587229266,0
alice-dev,2026-02-16 09:10:00+00:00,-0.0725139104144148,0
alice-dev,2026-02-16 09:15:00+00:00,0.023377660260692656,1
alice-dev,2026-02-16 09:20:00+00:00,-0.021158705808749567,0
alice-dev,2026-02-16 09:25:00+00:00,-0.028428691428455943,0
alice-dev,2026-02-16 09:30:00+00:00,-0.0922874628934594,0
alice-dev,2026-02-16 09:35:00+00:00,0.01715848139958065,1
alice-dev,2026-02-16 09:40:00+00:00,-0.02783058730186516,0
alice-dev,2026-02-16 09:45:00+00:00,0.028847242939628925,1
alice-dev,2026-02-16 09:50:00+00:00,-0.058403368213543416,0
alice-dev,2026-02-16 09:55:00+00:00,-0.04346485483501561,0
alice-dev,2026-02-16 10:00:00+00:00,0.010986368320289985,1
alice-dev,2026-02-16 10:05:00+00:00,0.04508439928688013,1
alice-dev,2026-02-16 10:10:00+00:00,-0.01743743034843037,0
alice-dev,2026-02-16 10:15:00+00:00,-0.002623893313689285,0
alice-dev,2026-02-16 10:20:00+00:00,-0.005970640470498556,0
alice-dev,2026-02-16 10:25:00+00:00,-0.043030602454305455,0
alice-dev,2026-02-16 10:30:00+00:00,-0.01282687591489895,0
alice-dev,2026-02-16 10:35:00+00:00,-0.050566704039242016,0
alice-dev,2026-02-16 10:40:00+00:00,-0.04648956178749253,0
alice-dev,2026-02-16 10:45:00+00:00,0.036204797236678465,1
alice-dev,2026-02-16 10:50:00+00:00,0.0002673344688378654,1
alice-dev,2026-02-16 10:55:00+00:00,0.03396922510091327,1
alice-dev,2026-02-16 11:00:00+00:00,-0.02078215970887143,0
alice-dev,2026-02-16 11:05:00+00:00,-0.024253655559803078,0
alice-dev,2026-02-16 11:10:00+00:00,0.02261650069032084,1
alice-dev,2026-02-16 11:15:00+00:00,-0.05717117161920404,0
alice-dev,2026-02-16 11:20:00+00:00,-0.09138034975611825,0
alice-dev,2026-02-16 11:25:00+00:00,-0.10855303831966773,0
alice-dev,2026-02-16 11:30:00+00:00,-0.06871954196961594,0
alice-dev,2026-02-16 11:35:00+00:00,-0.0224726551288994,0
alice-dev,2026-02-16 11:40:00+00:00,0.004060763914696119,1
alice-dev,2026-02-16 11:45:00+00:00,-0.08822172326648076,0
alice-dev,2026-02-16 11:50:00+00:00,0.0360558433270558,1
alice-dev,2026-02-16 11:55:00+00:00,-0.09587410592651346,0
alice-dev,2026-02-16 12:00:00+00:00,-0.04565450766944479,0
alice-dev,2026-02-16 12:05:00+00:00,-0.12009964197700701,0
alice-dev,2026-02-16 12:10:00+00:00,-0.06550662781147909,0
alice-dev,2026-02-16 12:15:00+00:00,-0.11052693454426832,0
alice-dev,2026-02-16 12:20:00+00:00,-0.13206775715697644,0
alice-dev,2026-02-16 12:25:00+00:00,-0.07622666668381028,0
alice-dev,2026-02-16 12:30:00+00:00,-0.1259305047719247,0
alice-dev,2026-02-16 12:35:00+00:00,-0.08384022829812482,0
alice-dev,2026-02-16 12:40:00+00:00,-0.11243906104666873,0
alice-dev,2026-02-16 12:45:00+00:00,-0.1203643844635201,0
alice-dev,2026-02-16 12:50:00+00:00,-0.06511876309836606,0
alice-dev,2026-02-16 12:55:00+00:00,-0.0056452042036450045,0
alice-dev,2026-02-16 13:00:00+00:00,-0.09142745005732994,0
alice-dev,2026-02-16 13:05:00+00:00,-0.04599033846538414,0
alice-dev,2026-02-16 13:10:00+00:00,-0.026730392737967068,0
alice-dev,2026-02-16 13:15:00+00:00,-0.0431032922536444,0
alice-dev,2026-02-16 13:20:00+00:00,-0.04146490697167715,0
alice-dev,2026-02-16 13:25:00+00:00,-0.025139230652491018,0
alice-dev,2026-02-16 20:30:00+00:00,0.06579202064031953,1
alice-dev,2026-02-16 20:35:00+00:00,0.056161245630624745,1
alice-dev,2026-02-16 20:40:00+00:00,0.056161245630624745,1
alice-dev,2026-02-16 20:50:00+00:00,0.056161245630624745,1
alice-dev,2026-02-16 21:55:00+00:00,-0.11819676230445975,0
alice-dev,2026-02-17 03:00:00+00:00,-0.14691421784642583,0
alice-dev,2026-02-17 03:30:00+00:00,0.02022970482462949,1
alice-dev,2026-02-17 03:35:00+00:00,-0.16617014386080625,0
alice-dev,2026-02-17 03:40:00+00:00,-0.08445224697364673,0
alice-dev,2026-02-17 03:45:00+00:00,-0.13995497998982093,0
alice-dev,2026-02-17 03:50:00+00:00,-0.11780894656494723,0
alice-dev,2026-02-17 03:55:00+00:00,-0.055822782400514415,0
alice-dev,2026-02-17 04:00:00+00:00,-0.1234904955243682,0
alice-dev,2026-02-17 04:05:00+00:00,-0.09375133043723594,0
alice-dev,2026-02-17 04:10:00+00:00,-0.12493913265940687,0
alice-dev,2026-02-17 04:15:00+00:00,-0.09391504706899723,0
alice-dev,2026-02-17 04:20:00+00:00,-0.1734310467492945,0
alice-dev,2026-02-17 04:25:00+00:00,-0.1620888589377263,0
alice-dev,2026-02-17 04:30:00+00:00,-0.08448616064694503,0
alice-dev,2026-02-17 04:35:00+00:00,-0.04987218338110999,0
alice-dev,2026-02-17 04:40:00+00:00,-0.14654533065728348,0
alice-dev,2026-02-17 04:45:00+00:00,-0.16846959235305048,0
alice-dev,2026-02-17 04:50:00+00:00,-0.17375980123700863,0
alice-dev,2026-02-17 04:55:00+00:00,-0.16773363370671213,0
alice-dev,2026-02-17 05:00:00+00:00,-0.02307498675014641,0
alice-dev,2026-02-17 05:05:00+00:00,-0.11374908418422836,0
alice-dev,2026-02-17 05:10:00+00:00,-0.09534744679670237,0
alice-dev,2026-02-17 05:15:00+00:00,-0.10268034447066565,0
alice-dev,2026-02-17 05:20:00+00:00,-0.12670180612951643,0
alice-dev,2026-02-17 05:25:00+00:00,-0.12107395615077249,0
alice-dev,2026-02-17 05:30:00+00:00,-0.052634609650063946,0
alice-dev,2026-02-17 05:35:00+00:00,-0.10927244433823474,0
alice-dev,2026-02-17 05:40:00+00:00,-0.11338910140166442,0
alice-dev,2026-02-17 05:45:00+00:00,-0.03142027351456145,0
alice-dev,2026-02-17 05:50:00+00:00,-0.12714252035261098,0
alice-dev,2026-02-17 05:55:00+00:00,-0.06515715264448252,0
alice-dev,2026-02-17 06:00:00+00:00,-0.107139377119357,0
alice-dev,2026-02-17 06:05:00+00:00,-0.1371434358881337,0
alice-dev,2026-02-17 06:10:00+00:00,-0.09234293479437383,0
alice-dev,2026-02-17 06:15:00+00:00,-0.10552039556882625,0
alice-dev,2026-02-17 06:20:00+00:00,-0.16173078201987684,0
alice-dev,2026-02-17 06:25:00+00:00,-0.17652034292616725,0
alice-dev,2026-02-17 06:30:00+00:00,-0.1675988104110901,0
alice-dev,2026-02-17 06:35:00+00:00,-0.11841552602869554,0
alice-dev,2026-02-17 06:40:00+00:00,-0.14067896355953663,0
alice-dev,2026-02-17 06:45:00+00:00,-0.13400747936707375,0
alice-dev,2026-02-17 06:50:00+00:00,-0.12899787159850046,0
alice-dev,2026-02-17 06:55:00+00:00,-0.18007812598920697,0
alice-dev,2026-02-17 07:00:00+00:00,-0.17314986117450065,0
alice-dev,2026-02-17 07:05:00+00:00,-0.14117923399038673,0
alice-dev,2026-02-17 07:10:00+00:00,-0.15591977078770375,0
alice-dev,2026-02-17 07:15:00+00:00,-0.10849408407335942,0
alice-dev,2026-02-17 07:20:00+00:00,-0.16873068414912357,0
alice-dev,2026-02-17 07:25:00+00:00,-0.1748816926743505,0
alice-dev,2026-02-17 07:30:00+00:00,-0.15265725013115589,0
alice-dev,2026-02-17 07:35:00+00:00,-0.17146552545205718,0
alice-dev,2026-02-17 07:40:00+00:00,-0.1494634439248586,0
alice-dev,2026-02-17 07:45:00+00:00,-0.16312544367505627,0
alice-dev,2026-02-17 07:50:00+00:00,-0.06884219387338819,0
alice-dev,2026-02-17 07:55:00+00:00,-0.1530289113544815,0
alice-dev,2026-02-17 08:00:00+00:00,-0.09157613173513768,0
alice-dev,2026-02-17 08:05:00+00:00,-0.13891254293195832,0
alice-dev,2026-02-17 08:10:00+00:00,-0.09603204519299108,0
alice-dev,2026-02-17 08:15:00+00:00,-0.11842728871999975,0
alice-dev,2026-02-17 08:20:00+00:00,-0.11456686140067751,0
alice-dev,2026-02-17 08:25:00+00:00,-0.09949538993029028,0
alice-dev,2026-02-17 08:30:00+00:00,-0.11780453461579887,0
alice-dev,2026-02-17 08:35:00+00:00,-0.05602321107899044,0
alice-dev,2026-02-17 08:40:00+00:00,-0.13432404595129688,0
alice-dev,2026-02-17 08:45:00+00:00,-0.15073875239384021,0
alice-dev,2026-02-17 08:50:00+00:00,-0.07562750892162207,0
alice-dev,2026-02-17 08:55:00+00:00,-0.04037138162973297,0
alice-dev,2026-02-17 09:00:00+00:00,-0.06285412605573326,0
alice-dev,2026-02-17 09:05:00+00:00,-0.07828171174167692,0
alice-dev,2026-02-17 09:10:00+00:00,-0.00586135085139039,0
alice-dev,2026-02-17 09:15:00+00:00,-0.08398763686827226,0
alice-dev,2026-02-17 09:20:00+00:00,0.06373520768519325,1
alice-dev,2026-02-17 09:25:00+00:00,-0.10178112797831779,0
alice-dev,2026-02-17 09:30:00+00:00,-0.09137928682908353,0
alice-dev,2026-02-17 09:35:00+00:00,-0.04049884759535327,0
alice-dev,2026-02-17 09:40:00+00:00,-0.06530656329792328,0
alice-dev,2026-02-17 09:45:00+00:00,-0.018557215068456312,0
alice-dev,2026-02-17 09:50:00+00:00,-0.026916871400247344,0
alice-dev,2026-02-17 09:55:00+00:00,-0.02353080366639826,0
alice-dev,2026-02-17 10:00:00+00:00,-0.08738201195951534,0
alice-dev,2026-02-17 10:05:00+00:00,-0.055955658642184214,0
alice-dev,2026-02-17 10:10:00+00:00,-0.07089139867103988,0
alice-dev,2026-02-17 10:15:00+00:00,-0.12974622959899984,0
alice-dev,2026-02-17 10:20:00+00:00,-0.047309825010959705,0
alice-dev,2026-02-17 10:25:00+00:00,0.0119577919775673,1
alice-dev,2026-02-17 10:30:00+00:00,-0.019036833558438326,0
alice-dev,2026-02-17 10:35:00+00:00,-0.06855726995868394,0
alice-dev,2026-02-17 10:40:00+00:00,-0.020158193920050138,0
alice-dev,2026-02-17 10:45:00+00:00,-0.05765799841306907,0
alice-dev,2026-02-17 10:50:00+00:00,-0.028931014384992793,0
alice-dev,2026-02-17 10:55:00+00:00,-0.1028582912974112,0
alice-dev,2026-02-17 11:00:00+00:00,-0.07856033714324323,0
alice-dev,2026-02-17 11:05:00+00:00,-0.07172537638929521,0
alice-dev,2026-02-17 11:10:00+00:00,-0.12267708715412579,0
alice-dev,2026-02-17 11:15:00+00:00,-0.12229120432839902,0
alice-dev,2026-02-17 11:20:00+00:00,-0.13547340256611257,0
alice-dev,2026-02-17 11:25:00+00:00,-0.15399387707843432,0
alice-dev,2026-02-17 11:30:00+00:00,-0.11748887007420633,0
alice-dev,2026-02-17 11:35:00+00:00,-0.022156003876693253,0
alice-dev,2026-02-17 11:40:00+00:00,-0.09370225982874847,0
alice-dev,2026-02-17 11:45:00+00:00,-0.14169009801689592,0
alice-dev,2026-02-17 11:50:00+00:00,-0.07973048237972175,0
alice-dev,2026-02-17 11:55:00+00:00,-0.12291781773260363,0
alice-dev,2026-02-17 12:00:00+00:00,-0.12322750572791985,0
alice-dev,2026-02-17 12:05:00+00:00,-0.06604414024347816,0
alice-dev,2026-02-17 12:10:00+00:00,-0.08648535169391036,0
alice-dev,2026-02-17 12:15:00+00:00,-0.06890861963954986,0
alice-dev,2026-02-17 12:20:00+00:00,-0.06215543389973022,0
alice-dev,2026-02-17 12:25:00+00:00,-0.05608943879462491,0
alice-dev,2026-02-17 12:30:00+00:00,-0.043571040921706605,0
alice-dev,2026-02-17 12:35:00+00:00,-0.08989367731043074,0
alice-dev,2026-02-17 12:40:00+00:00,-0.11186620096886685,0
alice-dev,2026-02-17 12:45:00+00:00,-0.031417033577765596,0
alice-dev,2026-02-17 13:00:00+00:00,-0.1449637002738569,0
alice-dev,2026-02-17 13:05:00+00:00,-0.08511090456028814,0
alice-dev,2026-02-17 13:10:00+00:00,-0.07911721980005032,0
alice-dev,2026-02-17 13:15:00+00:00,-0.13170149351035643,0
alice-dev,2026-02-17 13:20:00+00:00,-0.1307577364469088,0
alice-dev,2026-02-17 13:25:00+00:00,-0.1254768608700556,0
alice-dev,2026-02-17 18:40:00+00:00,-0.14536704774656217,0
alice-dev,2026-02-18 03:30:00+00:00,-0.11684599891338932,0
alice-dev,2026-02-18 03:35:00+00:00,-0.17874739303606596,0
alice-dev,2026-02-18 03:40:00+00:00,-0.17107870141587472,0
alice-dev,2026-02-18 03:45:00+00:00,-0.18289011640338626,0
alice-dev,2026-02-18 03:50:00+00:00,-0.1129353989628421,0
alice-dev,2026-02-18 03:55:00+00:00,-0.13794415943370986,0
alice-dev,2026-02-18 04:00:00+00:00,-0.1714037401707902,0
alice-dev,2026-02-18 04:05:00+00:00,-0.08170105009187256,0
alice-dev,2026-02-18 04:10:00+00:00,-0.17205087158989635,0
alice-dev,2026-02-18 04:15:00+00:00,-0.1416668973174533,0
alice-dev,2026-02-18 04:20:00+00:00,-0.14551219089481393,0
alice-dev,2026-02-18 04:25:00+00:00,-0.08920432784479865,0
alice-dev,2026-02-18 04:30:00+00:00,-0.09054184274577104,0
alice-dev,2026-02-18 04:35:00+00:00,-0.16821751085680497,0
alice-dev,2026-02-18 04:40:00+00:00,-0.17630877802320294,0
alice-dev,2026-02-18 04:45:00+00:00,-0.169808993338408,0
alice-dev,2026-02-18 04:50:00+00:00,-0.13657244077152397,0
alice-dev,2026-02-18 04:55:00+00:00,-0.15881970620766206,0
alice-dev,2026-02-18 05:00:00+00:00,-0.13686487640530848,0
alice-dev,2026-02-18 05:05:00+00:00,-0.13577256891667316,0
alice-dev,2026-02-18 05:10:00+00:00,-0.09031334241424788,0
alice-dev,2026-02-18 05:15:00+00:00,-0.16205133915108488,0
alice-dev,2026-02-18 05:20:00+00:00,-0.12557173391071863,0
alice-dev,2026-02-18 05:25:00+00:00,-0.08462390245695656,0
alice-dev,2026-02-18 05:30:00+00:00,-0.10162605946089154,0
alice-dev,2026-02-18 05:35:00+00:00,-0.1494490540774145,0
alice-dev,2026-02-18 05:40:00+00:00,-0.17103924990450864,0
alice-dev,2026-02-18 05:45:00+00:00,-0.10343783928757616,0
alice-dev,2026-02-18 05:50:00+00:00,-0.04642428589198988,0
alice-dev,2026-02-18 05:55:00+00:00,-0.10382223790793677,0
alice-dev,2026-02-18 06:00:00+00:00,-0.14347021695086742,0
alice-dev,2026-02-18 06:05:00+00:00,-0.10771940662549617,0
alice-dev,2026-02-18 06:10:00+00:00,-0.1393274416173102,0
alice-dev,2026-02-18 06:15:00+00:00,-0.15648142816737287,0
alice-dev,2026-02-18 06:20:00+00:00,-0.174224137907252,0
alice-dev,2026-02-18 06:25:00+00:00,-0.027488190516630095,0
alice-dev,2026-02-18 06:30:00+00:00,-0.1848145099312991,0
alice-dev,2026-02-18 06:35:00+00:00,-0.1743265922726817,0
alice-dev,2026-02-18 06:40:00+00:00,-0.1805647341656627,0
alice-dev,2026-02-18 06:45:00+00:00,-0.17915920408943858,0
alice-dev,2026-02-18 06:50:00+00:00,-0.17228261862264277,0
alice-dev,2026-02-18 06:55:00+00:00,-0.1575871461459789,0
alice-dev,2026-02-18 07:00:00+00:00,-0.15187335415287462,0
alice-dev,2026-02-18 07:05:00+00:00,-0.16115318673581047,0
alice-dev,2026-02-18 07:10:00+00:00,-0.17638549264845654,0
alice-dev,2026-02-18 07:15:00+00:00,-0.1914008373170919,0
alice-dev,2026-02-18 07:20:00+00:00,-0.17865793555600673,0
alice-dev,2026-02-18 07:25:00+00:00,-0.12842438130366074,0
alice-dev,2026-02-18 07:30:00+00:00,-0.17054468678454182,0
alice-dev,2026-02-18 07:40:00+00:00,-0.14506370578143152,0
alice-dev,2026-02-18 07:45:00+00:00,-0.14454773561520823,0
alice-dev,2026-02-18 07:50:00+00:00,-0.13974726614023558,0
alice-dev,2026-02-18 07:55:00+00:00,-0.17638549264845654,0
alice-dev,2026-02-18 08:00:00+00:00,-0.15912101759976688,0
alice-dev,2026-02-18 08:05:00+00:00,-0.1334221811235322,0
alice-dev,2026-02-18 08:10:00+00:00,-0.11016541752189851,0
alice-dev,2026-02-18 08:15:00+00:00,-0.13337925542513013,0
alice-dev,2026-02-18 08:20:00+00:00,-0.1267132583945194,0
alice-dev,2026-02-18 08:25:00+00:00,-0.1367165384124313,0
alice-dev,2026-02-18 08:30:00+00:00,-0.1072005800581094,0
alice-dev,2026-02-18 08:35:00+00:00,-0.07135527098687011,0
alice-dev,2026-02-18 08:40:00+00:00,-0.0546215123453716,0
alice-dev,2026-02-18 08:45:00+00:00,-0.07017708795800004,0
alice-dev,2026-02-18 08:50:00+00:00,-0.027261554671007326,0
alice-dev,2026-02-18 08:55:00+00:00,-0.07112482040291357,0
alice-dev,2026-02-18 09:00:00+00:00,-0.04614555456496905,0
alice-dev,2026-02-18 09:05:00+00:00,-0.01760588656163664,0
alice-dev,2026-02-18 09:10:00+00:00,-0.10818674817592011,0
alice-dev,2026-02-18 09:15:00+00:00,-0.11130738261854334,0
alice-dev,2026-02-18 09:20:00+00:00,-0.05749378341077038,0
alice-dev,2026-02-18 09:25:00+00:00,-0.15011346163357825,0
alice-dev,2026-02-18 09:30:00+00:00,-0.10301996359331289,0
alice-dev,2026-02-18 09:35:00+00:00,-0.1257530034622658,0
alice-dev,2026-02-18 09:40:00+00:00,-0.13383328672592443,0
alice-dev,2026-02-18 09:45:00+00:00,-0.07785446710414995,0
alice-dev,2026-02-18 09:50:00+00:00,-0.019089112445818568,0
alice-dev,2026-02-18 09:55:00+00:00,-0.07095632167815813,0
alice-dev,2026-02-18 10:00:00+00:00,-0.14051996450613352,0
alice-dev,2026-02-18 10:05:00+00:00,-0.061492449600337395,0
alice-dev,2026-02-18 10:10:00+00:00,-0.1377473486539681,0
alice-dev,2026-02-18 10:15:00+00:00,-0.14165444734093158,0
alice-dev,2026-02-18 10:20:00+00:00,-0.07579267684002444,0
alice-dev,2026-02-18 10:25:00+00:00,-0.11537623230151828,0
alice-dev,2026-02-18 10:30:00+00:00,-0.13470470874395174,0
alice-dev,2026-02-18 10:35:00+00:00,-0.1342485186327697,0
alice-dev,2026-02-18 10:40:00+00:00,-0.14497094414709866,0
alice-dev,2026-02-18 10:45:00+00:00,-0.11089398052001365,0
alice-dev,2026-02-18 10:50:00+00:00,-0.11349586744318496,0
alice-dev,2026-02-18 10:55:00+00:00,-0.056937634747074584,0
alice-dev,2026-02-18 11:00:00+00:00,-0.12241550442771726,0
alice-dev,2026-02-18 11:05:00+00:00,-0.1066945762853651,0
alice-dev,2026-02-18 11:10:00+00:00,0.027845437317628674,1
alice-dev,2026-02-18 11:15:00+00:00,-0.06355757739324308,0
alice-dev,2026-02-18 11:20:00+00:00,-0.042391096994634614,0
alice-dev,2026-02-18 11:25:00+00:00,-0.13711733492152578,0
alice-dev,2026-02-18 11:30:00+00:00,-0.11069700859822007,0
alice-dev,2026-02-18 11:35:00+00:00,-0.09234287210006165,0
alice-dev,2026-02-18 11:40:00+00:00,-0.06321679783774559,0
alice-dev,2026-02-18 11:45:00+00:00,-0.12574326759324278,0
alice-dev,2026-02-18 11:50:00+00:00,-0.04625292766374034,0
alice-dev,2026-02-18 11:55:00+00:00,-0.1397424192630996,0
alice-dev,2026-02-18 12:00:00+00:00,-0.10723294393410038,0
alice-dev,2026-02-18 12:05:00+00:00,-0.04861104037875619,0
alice-dev,2026-02-18 12:10:00+00:00,-0.11233114882067669,0
alice-dev,2026-02-18 12:15:00+00:00,-0.1098130589368172,0
alice-dev,2026-02-18 12:20:00+00:00,-0.0833050526040065,0
