user_name,window,ae_score,ae_pred
alice-dev,2026-02-15 13:00:00+00:00,0.07655016,0
alice-dev,2026-02-15 13:15:00+00:00,0.07655016,0
alice-dev,2026-02-16 03:30:00+00:00,0.49922934,0
alice-dev,2026-02-16 03:35:00+00:00,0.54640734,0
alice-dev,2026-02-16 03:40:00+00:00,0.78895164,0
alice-dev,2026-02-16 03:45:00+00:00,0.5814292,0
alice-dev,2026-02-16 03:50:00+00:00,0.71414316,0
alice-dev,2026-02-16 03:55:00+00:00,0.4952491,0
alice-dev,2026-02-16 04:00:00+00:00,0.6206354,0
alice-dev,2026-02-16 04:05:00+00:00,0.7226076,0
alice-dev,2026-02-16 04:10:00+00:00,0.46935672,0
alice-dev,2026-02-16 04:20:00+00:00,0.5419191,0
alice-dev,2026-02-16 04:25:00+00:00,0.69676405,0
alice-dev,2026-02-16 04:30:00+00:00,0.51025957,0
alice-dev,2026-02-16 04:35:00+00:00,0.8392123,0
alice-dev,2026-02-16 04:40:00+00:00,0.6375067,0
alice-dev,2026-02-16 04:45:00+00:00,0.7875212,0
alice-dev,2026-02-16 04:50:00+00:00,0.67108315,0
alice-dev,2026-02-16 04:55:00+00:00,0.5573362,0
alice-dev,2026-02-16 05:00:00+00:00,0.5897821,0
alice-dev,2026-02-16 05:05:00+00:00,0.8459187,0
alice-dev,2026-02-16 05:10:00+00:00,0.571159,0
alice-dev,2026-02-16 05:15:00+00:00,0.47917247,0
alice-dev,2026-02-16 05:20:00+00:00,0.8202306,0
alice-dev,2026-02-16 05:25:00+00:00,0.5482735,0
alice-dev,2026-02-16 05:30:00+00:00,0.49092156,0
alice-dev,2026-02-16 05:35:00+00:00,0.86671734,0
alice-dev,2026-02-16 05:45:00+00:00,0.5866558,0
alice-dev,2026-02-16 05:50:00+00:00,0.610627,0
alice-dev,2026-02-16 05:55:00+00:00,0.5415106,0
alice-dev,2026-02-16 06:00:00+00:00,0.51325846,0
alice-dev,2026-02-16 06:05:00+00:00,0.8050205,0
alice-dev,2026-02-16 06:10:00+00:00,0.8176229,0
alice-dev,2026-02-16 06:15:00+00:00,0.5314823,0
alice-dev,2026-02-16 06:20:00+00:00,1.5073216,1
alice-dev,2026-02-16 06:25:00+00:00,0.9956035,1
alice-dev,2026-02-16 06:30:00+00:00,1.0033864,1
alice-dev,2026-02-16 06:35:00+00:00,0.52863336,0
alice-dev,2026-02-16 06:40:00+00:00,0.47067952,0
alice-dev,2026-02-16 06:45:00+00:00,0.7350311,0
alice-dev,2026-02-16 06:50:00+00:00,0.5563445,0
alice-dev,2026-02-16 06:55:00+00:00,1.6753544,1
alice-dev,2026-02-16 07:00:00+00:00,0.8991392,0
alice-dev,2026-02-16 07:05:00+00:00,0.49451685,0
alice-dev,2026-02-16 07:10:00+00:00,0.5175565,0
alice-dev,2026-02-16 07:15:00+00:00,0.42627978,0
alice-dev,2026-02-16 07:30:00+00:00,0.5374133,0
alice-dev,2026-02-16 07:35:00+00:00,0.4783122,0
alice-dev,2026-02-16 07:40:00+00:00,0.4184415,0
alice-dev,2026-02-16 07:45:00+00:00,0.41563195,0
alice-dev,2026-02-16 07:50:00+00:00,0.6181819,0
alice-dev,2026-02-16 07:55:00+00:00,0.43233797,0
alice-dev,2026-02-16 08:00:00+00:00,0.39745158,0
alice-dev,2026-02-16 08:05:00+00:00,0.50041306,0
alice-dev,2026-02-16 08:10:00+00:00,0.51911074,0
alice-dev,2026-02-16 08:15:00+00:00,0.642882,0
alice-dev,2026-02-16 08:20:00+00:00,0.524655,0
alice-dev,2026-02-16 08:25:00+00:00,0.46915248,0
alice-dev,2026-02-16 08:30:00+00:00,0.42747968,0
alice-dev,2026-02-16 08:35:00+00:00,0.51411635,0
alice-dev,2026-02-16 08:40:00+00:00,0.687142,0
alice-dev,2026-02-16 08:45:00+00:00,0.43164253,0
alice-dev,2026-02-16 08:50:00+00:00,0.6532181,0
alice-dev,2026-02-16 08:55:00+00:00,0.46076077,0
alice-dev,2026-02-16 09:00:00+00:00,0.8264492,0
alice-dev,2026-02-16 09:05:00+00:00,0.43842316,0
alice-dev,2026-02-16 09:10:00+00:00,0.8075333,0
alice-dev,2026-02-16 09:15:00+00:00,0.6767564,0
alice-dev,2026-02-16 09:20:00+00:00,0.8417158,0
alice-dev,2026-02-16 09:25:00+00:00,0.5628674,0
alice-dev,2026-02-16 09:30:00+00:00,0.5088147,0
alice-dev,2026-02-16 09:35:00+00:00,0.64653,0
alice-dev,2026-02-16 09:40:00+00:00,0.95726925,1
alice-dev,2026-02-16 09:45:00+00:00,0.54284984,0
alice-dev,2026-02-16 09:50:00+00:00,0.8511276,0
alice-dev,2026-02-16 09:55:00+00:00,0.92228097,0
alice-dev,2026-02-16 10:00:00+00:00,0.46892574,0
alice-dev,2026-02-16 10:05:00+00:00,0.5700313,0
alice-dev,2026-02-16 10:10:00+00:00,0.8804777,0
alice-dev,2026-02-16 10:15:00+00:00,0.40599707,0
alice-dev,2026-02-16 10:20:00+00:00,1.3282273,1
alice-dev,2026-02-16 10:25:00+00:00,0.6656073,0
alice-dev,2026-02-16 10:30:00+00:00,0.5188749,0
alice-dev,2026-02-16 10:35:00+00:00,0.45032647,0
alice-dev,2026-02-16 10:40:00+00:00,0.6931194,0
alice-dev,2026-02-16 10:45:00+00:00,1.3830014,1
alice-dev,2026-02-16 10:50:00+00:00,0.8919748,0
alice-dev,2026-02-16 10:55:00+00:00,0.63793236,0
alice-dev,2026-02-16 11:00:00+00:00,0.9224884,0
alice-dev,2026-02-16 11:05:00+00:00,0.37460274,0
alice-dev,2026-02-16 11:10:00+00:00,0.70274395,0
alice-dev,2026-02-16 11:15:00+00:00,0.80283374,0
alice-dev,2026-02-16 11:20:00+00:00,0.34629297,0
alice-dev,2026-02-16 11:25:00+00:00,0.36851948,0
alice-dev,2026-02-16 11:30:00+00:00,1.2674983,1
alice-dev,2026-02-16 11:35:00+00:00,0.6891643,0
alice-dev,2026-02-16 11:40:00+00:00,1.3496594,1
alice-dev,2026-02-16 11:45:00+00:00,0.5995351,0
alice-dev,2026-02-16 11:50:00+00:00,0.8604529,0
alice-dev,2026-02-16 11:55:00+00:00,0.51845956,0
alice-dev,2026-02-16 12:00:00+00:00,0.7942835,0
alice-dev,2026-02-16 12:10:00+00:00,0.87486833,0
alice-dev,2026-02-16 12:15:00+00:00,0.50397396,0
alice-dev,2026-02-16 12:20:00+00:00,0.44506702,0
alice-dev,2026-02-16 12:25:00+00:00,0.65597683,0
alice-dev,2026-02-16 12:30:00+00:00,0.369749,0
alice-dev,2026-02-16 12:35:00+00:00,0.7498232,0
alice-dev,2026-02-16 12:40:00+00:00,0.64496064,0
alice-dev,2026-02-16 12:45:00+00:00,0.38478372,0
alice-dev,2026-02-16 12:50:00+00:00,0.75997436,0
alice-dev,2026-02-16 12:55:00+00:00,0.5173078,0
alice-dev,2026-02-16 13:00:00+00:00,1.0239457,1
alice-dev,2026-02-16 13:05:00+00:00,0.6145676,0
alice-dev,2026-02-16 13:10:00+00:00,0.8154882,0
alice-dev,2026-02-16 13:15:00+00:00,0.6929225,0
alice-dev,2026-02-16 13:20:00+00:00,1.3017751,1
alice-dev,2026-02-16 13:25:00+00:00,1.3202016,1
alice-dev,2026-02-16 20:30:00+00:00,2.0199177,1
alice-dev,2026-02-16 20:35:00+00:00,3.1283016,1
alice-dev,2026-02-16 20:40:00+00:00,3.1283016,1
alice-dev,2026-02-16 20:50:00+00:00,3.1283016,1
alice-dev,2026-02-16 21:55:00+00:00,0.929401,0
alice-dev,2026-02-17 03:30:00+00:00,1.0901523,1
alice-dev,2026-02-17 03:35:00+00:00,0.8412209,0
alice-dev,2026-02-17 03:40:00+00:00,1.0994686,1
alice-dev,2026-02-17 03:45:00+00:00,1.3026364,1
alice-dev,2026-02-17 03:50:00+00:00,1.0627761,1
alice-dev,2026-02-17 03:55:00+00:00,1.1051201,1
alice-dev,2026-02-17 04:00:00+00:00,0.34283486,0
alice-dev,2026-02-17 04:05:00+00:00,0.5395419,0
alice-dev,2026-02-17 04:10:00+00:00,0.26628757,0
alice-dev,2026-02-17 04:15:00+00:00,0.38156912,0
alice-dev,2026-02-17 04:25:00+00:00,0.2963888,0
alice-dev,2026-02-17 04:30:00+00:00,0.7256163,0
alice-dev,2026-02-17 04:35:00+00:00,1.1089529,1
alice-dev,2026-02-17 04:40:00+00:00,0.37969145,0
alice-dev,2026-02-17 04:45:00+00:00,0.37441075,0
alice-dev,2026-02-17 04:55:00+00:00,0.2225425,0
alice-dev,2026-02-17 05:00:00+00:00,0.915689,0
alice-dev,2026-02-17 05:05:00+00:00,0.47911116,0
alice-dev,2026-02-17 05:15:00+00:00,0.24143574,0
alice-dev,2026-02-17 05:20:00+00:00,0.2651054,0
alice-dev,2026-02-17 05:25:00+00:00,0.19288203,0
alice-dev,2026-02-17 05:30:00+00:00,0.3630735,0
alice-dev,2026-02-17 05:35:00+00:00,0.5115297,0
alice-dev,2026-02-17 05:40:00+00:00,0.18175144,0
alice-dev,2026-02-17 05:45:00+00:00,0.32396427,0
alice-dev,2026-02-17 05:55:00+00:00,0.8130804,0
alice-dev,2026-02-17 06:00:00+00:00,0.46420115,0
alice-dev,2026-02-17 06:05:00+00:00,0.32007656,0
alice-dev,2026-02-17 06:10:00+00:00,0.47618124,0
alice-dev,2026-02-17 06:15:00+00:00,0.3430072,0
alice-dev,2026-02-17 06:20:00+00:00,0.16386159,0
alice-dev,2026-02-17 06:30:00+00:00,0.21504016,0
alice-dev,2026-02-17 06:35:00+00:00,0.61698407,0
alice-dev,2026-02-17 06:40:00+00:00,0.21128446,0
alice-dev,2026-02-17 06:45:00+00:00,0.17624828,0
alice-dev,2026-02-17 06:50:00+00:00,0.48343748,0
alice-dev,2026-02-17 06:55:00+00:00,0.17624828,0
alice-dev,2026-02-17 07:00:00+00:00,0.22188659,0
alice-dev,2026-02-17 07:05:00+00:00,0.2305281,0
alice-dev,2026-02-17 07:15:00+00:00,0.17364594,0
alice-dev,2026-02-17 07:20:00+00:00,0.13778338,0
alice-dev,2026-02-17 07:25:00+00:00,0.13778338,0
alice-dev,2026-02-17 07:30:00+00:00,0.2156338,0
alice-dev,2026-02-17 07:40:00+00:00,0.478697,0
alice-dev,2026-02-17 07:45:00+00:00,0.31271064,0
alice-dev,2026-02-17 07:50:00+00:00,0.53480834,0
alice-dev,2026-02-17 07:55:00+00:00,0.1798388,0
alice-dev,2026-02-17 08:00:00+00:00,0.6448157,0
alice-dev,2026-02-17 08:05:00+00:00,0.49580926,0
alice-dev,2026-02-17 08:10:00+00:00,0.43671438,0
alice-dev,2026-02-17 08:15:00+00:00,0.9650831,1
alice-dev,2026-02-17 08:20:00+00:00,0.9761329,1
alice-dev,2026-02-17 08:25:00+00:00,0.42567256,0
alice-dev,2026-02-17 08:30:00+00:00,0.5646187,0
alice-dev,2026-02-17 08:35:00+00:00,0.90046436,0
alice-dev,2026-02-17 08:40:00+00:00,0.49580926,0
alice-dev,2026-02-17 08:45:00+00:00,0.60632217,0
alice-dev,2026-02-17 08:50:00+00:00,0.8613832,0
alice-dev,2026-02-17 08:55:00+00:00,0.7476391,0
alice-dev,2026-02-17 09:00:00+00:00,0.35570174,0
alice-dev,2026-02-17 09:05:00+00:00,0.4050434,0
alice-dev,2026-02-17 09:10:00+00:00,0.6805469,0
alice-dev,2026-02-17 09:15:00+00:00,0.35472757,0
alice-dev,2026-02-17 09:20:00+00:00,0.71807975,0
alice-dev,2026-02-17 09:25:00+00:00,0.57363325,0
alice-dev,2026-02-17 09:30:00+00:00,0.36021096,0
alice-dev,2026-02-17 09:35:00+00:00,0.5376096,0
alice-dev,2026-02-17 09:40:00+00:00,0.44617262,0
alice-dev,2026-02-17 09:45:00+00:00,0.48808315,0
alice-dev,2026-02-17 09:50:00+00:00,0.2759564,0
alice-dev,2026-02-17 09:55:00+00:00,0.3453288,0
alice-dev,2026-02-17 10:00:00+00:00,0.23796286,0
alice-dev,2026-02-17 10:05:00+00:00,0.44691846,0
alice-dev,2026-02-17 10:10:00+00:00,0.35630694,0
alice-dev,2026-02-17 10:15:00+00:00,0.26007235,0
alice-dev,2026-02-17 10:20:00+00:00,0.23045681,0
alice-dev,2026-02-17 10:25:00+00:00,0.35889953,0
alice-dev,2026-02-17 10:30:00+00:00,0.411547,0
alice-dev,2026-02-17 10:35:00+00:00,0.27574265,0
alice-dev,2026-02-17 10:40:00+00:00,0.31383032,0
alice-dev,2026-02-17 10:45:00+00:00,0.1698185,0
alice-dev,2026-02-17 10:50:00+00:00,0.32573456,0
alice-dev,2026-02-17 10:55:00+00:00,0.23934865,0
alice-dev,2026-02-17 11:00:00+00:00,0.13054353,0
alice-dev,2026-02-17 11:05:00+00:00,0.21752726,0
alice-dev,2026-02-17 11:10:00+00:00,0.26331666,0
alice-dev,2026-02-17 11:15:00+00:00,0.15309863,0
alice-dev,2026-02-17 11:25:00+00:00,0.22144708,0
alice-dev,2026-02-17 11:30:00+00:00,0.2814221,0
alice-dev,2026-02-17 11:35:00+00:00,0.976023,1
alice-dev,2026-02-17 11:40:00+00:00,0.231044,0
alice-dev,2026-02-17 11:45:00+00:00,0.14178208,0
alice-dev,2026-02-17 11:50:00+00:00,0.20135467,0
alice-dev,2026-02-17 11:55:00+00:00,0.18475175,0
alice-dev,2026-02-17 12:00:00+00:00,0.32905877,0
alice-dev,2026-02-17 12:05:00+00:00,0.41886693,0
alice-dev,2026-02-17 12:10:00+00:00,0.47130266,0
alice-dev,2026-02-17 12:15:00+00:00,0.47947365,0
alice-dev,2026-02-17 12:20:00+00:00,0.48022604,0
alice-dev,2026-02-17 12:25:00+00:00,0.5791391,0
alice-dev,2026-02-17 12:30:00+00:00,0.66684264,0
alice-dev,2026-02-17 12:35:00+00:00,0.7397837,0
alice-dev,2026-02-17 12:40:00+00:00,0.65936357,0
alice-dev,2026-02-17 12:45:00+00:00,0.6114569,0
alice-dev,2026-02-17 13:00:00+00:00,0.19231792,0
alice-dev,2026-02-17 13:05:00+00:00,0.36953828,0
alice-dev,2026-02-17 13:10:00+00:00,0.14223395,0
alice-dev,2026-02-17 13:15:00+00:00,0.20814215,0
alice-dev,2026-02-17 13:20:00+00:00,0.26553056,0
alice-dev,2026-02-17 13:25:00+00:00,0.32488817,0
alice-dev,2026-02-18 03:30:00+00:00,0.2682388,0
alice-dev,2026-02-18 03:40:00+00:00,0.1912443,0
alice-dev,2026-02-18 03:45:00+00:00,0.14666784,0
alice-dev,2026-02-18 03:50:00+00:00,0.25280705,0
alice-dev,2026-02-18 04:00:00+00:00,0.3627343,0
alice-dev,2026-02-18 04:05:00+00:00,0.36605018,0
alice-dev,2026-02-18 04:10:00+00:00,0.1652774,0
alice-dev,2026-02-18 04:15:00+00:00,0.38199612,0
alice-dev,2026-02-18 04:20:00+00:00,0.6537576,0
alice-dev,2026-02-18 04:25:00+00:00,0.4137663,0
alice-dev,2026-02-18 04:30:00+00:00,0.5096573,0
alice-dev,2026-02-18 04:35:00+00:00,0.21601477,0
alice-dev,2026-02-18 04:40:00+00:00,0.1652774,0
alice-dev,2026-02-18 04:45:00+00:00,0.1652774,0
alice-dev,2026-02-18 04:50:00+00:00,0.21601477,0
alice-dev,2026-02-18 04:55:00+00:00,0.18606631,0
alice-dev,2026-02-18 05:00:00+00:00,0.31016633,0
alice-dev,2026-02-18 05:05:00+00:00,0.15889451,0
alice-dev,2026-02-18 05:10:00+00:00,0.29086486,0
alice-dev,2026-02-18 05:15:00+00:00,0.30425507,0
alice-dev,2026-02-18 05:20:00+00:00,0.408546,0
alice-dev,2026-02-18 05:25:00+00:00,0.27312568,0
alice-dev,2026-02-18 05:30:00+00:00,0.13457403,0
alice-dev,2026-02-18 05:35:00+00:00,0.19472136,0
alice-dev,2026-02-18 05:40:00+00:00,0.18314846,0
alice-dev,2026-02-18 05:45:00+00:00,0.22567648,0
alice-dev,2026-02-18 05:50:00+00:00,0.5996883,0
alice-dev,2026-02-18 06:00:00+00:00,0.44157448,0
alice-dev,2026-02-18 06:05:00+00:00,0.41761923,0
alice-dev,2026-02-18 06:10:00+00:00,0.5549607,0
alice-dev,2026-02-18 06:15:00+00:00,0.22141688,0
alice-dev,2026-02-18 06:25:00+00:00,0.5636443,0
alice-dev,2026-02-18 06:30:00+00:00,0.10495654,0
alice-dev,2026-02-18 06:40:00+00:00,0.14984187,0
alice-dev,2026-02-18 06:50:00+00:00,0.15952308,0
alice-dev,2026-02-18 06:55:00+00:00,0.17979178,0
alice-dev,2026-02-18 07:00:00+00:00,0.11567772,0
alice-dev,2026-02-18 07:05:00+00:00,0.34332874,0
alice-dev,2026-02-18 07:15:00+00:00,0.111927606,0
alice-dev,2026-02-18 07:20:00+00:00,0.1622749,0
alice-dev,2026-02-18 07:25:00+00:00,0.08283127,0
alice-dev,2026-02-18 07:30:00+00:00,0.11567772,0
alice-dev,2026-02-18 07:40:00+00:00,0.27223408,0
alice-dev,2026-02-18 07:45:00+00:00,0.21526736,0
alice-dev,2026-02-18 07:50:00+00:00,0.13793996,0
alice-dev,2026-02-18 08:00:00+00:00,0.19677322,0
alice-dev,2026-02-18 08:05:00+00:00,0.55976415,0
alice-dev,2026-02-18 08:10:00+00:00,0.24750109,0
alice-dev,2026-02-18 08:15:00+00:00,0.37585822,0
alice-dev,2026-02-18 08:20:00+00:00,0.36106738,0
alice-dev,2026-02-18 08:25:00+00:00,0.19445153,0
alice-dev,2026-02-18 08:30:00+00:00,0.2695612,0
alice-dev,2026-02-18 08:35:00+00:00,0.3321063,0
alice-dev,2026-02-18 08:40:00+00:00,0.3371681,0
alice-dev,2026-02-18 08:45:00+00:00,0.23087814,0
alice-dev,2026-02-18 08:50:00+00:00,0.6867565,0
alice-dev,2026-02-18 08:55:00+00:00,0.4845584,0
alice-dev,2026-02-18 09:00:00+00:00,0.68829453,0
alice-dev,2026-02-18 09:05:00+00:00,0.62931174,0
alice-dev,2026-02-18 09:10:00+00:00,0.528843,0
alice-dev,2026-02-18 09:15:00+00:00,0.67922264,0
alice-dev,2026-02-18 09:20:00+00:00,0.4253975,0
alice-dev,2026-02-18 09:25:00+00:00,0.35429174,0
alice-dev,2026-02-18 09:30:00+00:00,0.3833108,0
alice-dev,2026-02-18 09:35:00+00:00,0.51116836,0
alice-dev,2026-02-18 09:40:00+00:00,0.43165323,0
alice-dev,2026-02-18 09:45:00+00:00,1.268594,1
alice-dev,2026-02-18 09:50:00+00:00,0.8058007,0
alice-dev,2026-02-18 09:55:00+00:00,0.6262855,0
alice-dev,2026-02-18 10:00:00+00:00,0.16157961,0
alice-dev,2026-02-18 10:05:00+00:00,1.3714263,1
alice-dev,2026-02-18 10:10:00+00:00,0.18929586,0
alice-dev,2026-02-18 10:15:00+00:00,0.31815308,0
alice-dev,2026-02-18 10:20:00+00:00,0.30697966,0
alice-dev,2026-02-18 10:25:00+00:00,0.40582106,0
alice-dev,2026-02-18 10:30:00+00:00,0.3950625,0
alice-dev,2026-02-18 10:35:00+00:00,0.19310221,0
alice-dev,2026-02-18 10:40:00+00:00,0.22143129,0
alice-dev,2026-02-18 10:45:00+00:00,0.20004427,0
alice-dev,2026-02-18 10:50:00+00:00,0.16061553,0
alice-dev,2026-02-18 10:55:00+00:00,0.5184643,0
alice-dev,2026-02-18 11:00:00+00:00,0.26308638,0
alice-dev,2026-02-18 11:05:00+00:00,0.4896787,0
alice-dev,2026-02-18 11:10:00+00:00,0.5882475,0
alice-dev,2026-02-18 11:15:00+00:00,0.3725932,0
alice-dev,2026-02-18 11:20:00+00:00,0.5750278,0
alice-dev,2026-02-18 11:25:00+00:00,0.18537146,0
alice-dev,2026-02-18 11:30:00+00:00,0.2443691,0
alice-dev,2026-02-18 11:35:00+00:00,0.22585528,0
alice-dev,2026-02-18 11:40:00+00:00,2.1254506,1
alice-dev,2026-02-18 11:45:00+00:00,0.24287274,0
alice-dev,2026-02-18 11:50:00+00:00,0.58139163,0
alice-dev,2026-02-18 11:55:00+00:00,0.24004745,0
alice-dev,2026-02-18 12:00:00+00:00,0.1385975,0
alice-dev,2026-02-18 12:05:00+00:00,0.7024196,0
alice-dev,2026-02-18 12:10:00+00:00,0.11885672,0
alice-dev,2026-02-18 12:15:00+00:00,0.35202092,0
alice-dev,2026-02-18 12:20:00+00:00,0.18353914,0
alice-dev,2026-02-18 12:25:00+00:00,0.16510086,0
alice-dev,2026-02-18 12:30:00+00:00,0.17685889,0
alice-dev,2026-02-18 12:35:00+00:00,0.16510086,0
alice-dev,2026-02-18 12:45:00+00:00,0.18774264,0
alice-dev,2026-02-18 12:50:00+00:00,0.12420874,0
alice-dev,2026-02-18 12:55:00+00:00,0.12334726,0
alice-dev,2026-02-18 13:00:00+00:00,0.4483271,0
alice-dev,2026-02-18 13:05:00+00:00,0.1871886,0
alice-dev,2026-02-18 13:15:00+00:00,0.30892912,0
alice-dev,2026-02-18 13:20:00+00:00,0.21707335,0
alice-dev,2026-02-18 13:25:00+00:00,0.2591832,0
alice-dev,2026-02-18 15:55:00+00:00,0.29134676,0
alice-dev,2026-02-19 03:30:00+00:00,0.59216005,0
alice-dev,2026-02-19 03:35:00+00:00,0.59288603,0
alice-dev,2026-02-19 03:40:00+00:00,0.45773414,0
alice-dev,2026-02-19 03:45:00+00:00,0.7304089,0
alice-dev,2026-02-19 03:50:00+00:00,0.4037588,0
alice-dev,2026-02-19 03:55:00+00:00,0.5039021,0
alice-dev,2026-02-19 04:00:00+00:00,0.17611957,0
alice-dev,2026-02-19 04:05:00+00:00,0.6070127,0
alice-dev,2026-02-19 04:10:00+00:00,0.41541824,0
alice-dev,2026-02-19 04:15:00+00:00,0.14850989,0
alice-dev,2026-02-19 04:20:00+00:00,0.28827477,0
alice-dev,2026-02-19 04:25:00+00:00,0.3160992,0
alice-dev,2026-02-19 04:30:00+00:00,0.30168635,0
alice-dev,2026-02-19 04:40:00+00:00,0.31200743,0
alice-dev,2026-02-19 04:45:00+00:00,0.17348494,0
alice-dev,2026-02-19 04:50:00+00:00,0.17982274,0
alice-dev,2026-02-19 04:55:00+00:00,0.20887485,0
alice-dev,2026-02-19 05:00:00+00:00,0.38693473,0
alice-dev,2026-02-19 05:05:00+00:00,0.2565006,0
alice-dev,2026-02-19 05:10:00+00:00,0.2428934,0
alice-dev,2026-02-19 05:15:00+00:00,0.28178513,0
alice-dev,2026-02-19 05:20:00+00:00,0.2851105,0
alice-dev,2026-02-19 05:25:00+00:00,0.24084759,0
alice-dev,2026-02-19 05:30:00+00:00,0.6586316,0
alice-dev,2026-02-19 05:35:00+00:00,0.3892371,0
alice-dev,2026-02-19 05:40:00+00:00,0.69505537,0
alice-dev,2026-02-19 05:45:00+00:00,0.3694607,0
alice-dev,2026-02-19 05:50:00+00:00,0.28178513,0
alice-dev,2026-02-19 05:55:00+00:00,0.28269067,0
alice-dev,2026-02-19 06:00:00+00:00,1.2616938,1
alice-dev,2026-02-19 06:05:00+00:00,0.43940637,0
alice-dev,2026-02-19 06:10:00+00:00,0.90808797,0
alice-dev,2026-02-19 06:15:00+00:00,0.32783225,0
alice-dev,2026-02-19 06:20:00+00:00,0.3697805,0
alice-dev,2026-02-19 06:30:00+00:00,0.33675402,0
alice-dev,2026-02-19 06:40:00+00:00,0.2159753,0
alice-dev,2026-02-19 06:55:00+00:00,0.24452205,0
alice-dev,2026-02-19 07:00:00+00:00,0.06529281,0
alice-dev,2026-02-19 07:05:00+00:00,0.085242465,0
alice-dev,2026-02-19 07:15:00+00:00,0.22759233,0
alice-dev,2026-02-19 07:20:00+00:00,0.06529281,0
alice-dev,2026-02-19 07:25:00+00:00,0.17524378,0
alice-dev,2026-02-19 07:30:00+00:00,0.06529281,0
alice-dev,2026-02-19 07:35:00+00:00,0.25434005,0
alice-dev,2026-02-19 07:40:00+00:00,0.22721712,0
alice-dev,2026-02-19 07:45:00+00:00,0.09107114,0
alice-dev,2026-02-19 07:50:00+00:00,0.63318574,0
alice-dev,2026-02-19 08:00:00+00:00,0.30838382,0
alice-dev,2026-02-19 08:05:00+00:00,0.22181964,0
alice-dev,2026-02-19 08:10:00+00:00,0.23075998,0
alice-dev,2026-02-19 08:15:00+00:00,0.41399845,0
alice-dev,2026-02-19 08:20:00+00:00,0.34738275,0
alice-dev,2026-02-19 08:25:00+00:00,0.30842125,0
alice-dev,2026-02-19 08:30:00+00:00,0.32378578,0
alice-dev,2026-02-19 08:35:00+00:00,0.9162725,0
alice-dev,2026-02-19 08:40:00+00:00,0.25818944,0
alice-dev,2026-02-19 08:45:00+00:00,0.5458656,0
alice-dev,2026-02-19 08:50:00+00:00,0.36457717,0
alice-dev,2026-02-19 08:55:00+00:00,0.5333432,0
alice-dev,2026-02-19 09:05:00+00:00,0.1875298,0
alice-dev,2026-02-19 09:10:00+00:00,0.33732688,0
alice-dev,2026-02-19 09:15:00+00:00,0.1608265,0
alice-dev,2026-02-19 09:20:00+00:00,0.15118803,0
alice-dev,2026-02-19 09:25:00+00:00,0.3383179,0
alice-dev,2026-02-19 09:30:00+00:00,0.22298409,0
alice-dev,2026-02-19 09:35:00+00:00,0.48516393,0
alice-dev,2026-02-19 09:40:00+00:00,0.67055655,0
alice-dev,2026-02-19 09:45:00+00:00,0.19537438,0
alice-dev,2026-02-19 09:50:00+00:00,0.15899143,0
alice-dev,2026-02-19 09:55:00+00:00,0.37033245,0
alice-dev,2026-02-19 10:00:00+00:00,0.21421838,0
alice-dev,2026-02-19 10:05:00+00:00,0.30524033,0
alice-dev,2026-02-19 10:10:00+00:00,0.36165282,0
alice-dev,2026-02-19 10:15:00+00:00,0.27270555,0
alice-dev,2026-02-19 10:20:00+00:00,0.31634238,0
alice-dev,2026-02-19 10:25:00+00:00,0.27697775,0
alice-dev,2026-02-19 10:30:00+00:00,0.48072168,0
